1	Samsung Electronics EVO Select 256GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB-ME256HA)	11075.56	https://www.amazon.com/Samsung-Electronics-microSDXC-Adapter-MB-ME256HA/dp/B0887P21Z2/ref=sr_1_8?dchild=1&qid=1616843820&s=electronics&sr=1-8	https://images-na.ssl-images-amazon.com/images/I/61wKZ4noXaL._AC_SL1024_.jpg
2	SanDisk 128GB Ultra MicroSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-128G-GN6MA	9165.78	https://www.amazon.com/SanDisk-128GB-MicroSDXC-Memory-Adapter/dp/B08GYKNCCP/ref=sr_1_6?dchild=1&qid=1616843820&s=electronics&sr=1-6	https://images-na.ssl-images-amazon.com/images/I/81ti8lPxEjL._AC_SL1500_.jpg
3	SanDisk 64GB Ultra microSDXC UHS-I Memory Card with Adapter - 100MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUAR-064G-GN6MA	11075.56	https://www.amazon.com/SanDisk-Ultra-microSDXC-Memory-Adapter/dp/B073JYVKNX/ref=sr_1_24?dchild=1&qid=1616843820&s=electronics&sr=1-24	https://images-na.ssl-images-amazon.com/images/I/51IEVgCe89L._AC_SL1044_.jpg
4	SanDisk 128GB Extreme microSDXC UHS-I Memory Card with Adapter - C10, U3, V30, 4K, A2, Micro SD - SDSQXA1-128G-GN6MA	9641.95	https://www.amazon.com/SanDisk-128GB-Extreme-microSD-Adapter/dp/B07FCMKK5X/ref=sr_1_9?dchild=1&qid=1616843820&s=electronics&sr=1-9	https://images-na.ssl-images-amazon.com/images/I/815cRpgAN3L._AC_SL1500_.jpg
5	SanDisk 128GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAO-128G-GNCZN	10016.64	https://www.amazon.com/SanDisk-MicroSDXC-Nintendo-Switch-SDSQXAO-128G-GNCZN/dp/B07KXQX3S3/ref=sr_1_7?dchild=1&qid=1616843820&s=electronics&sr=1-7	https://images-na.ssl-images-amazon.com/images/I/810o-i5jpiL._AC_SL1500_.jpg
6	SanDisk 64GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAT-064G-GNCZN	8510.29	https://www.amazon.com/SanDisk-MicroSDXC-Nintendo-Switch-SDSQXAT-064G-GNCZN/dp/B07KXRGM8X/ref=pb_allspark_session_sims_desktop_5?pd_rd_w=OJQev&pf_rd_p=bfefd6e2-acb1-463d-94d0-38a6e00f41d3&pf_rd_r=797P1ZX7PWNWT74ZM8T5&pd_rd_r=f7058bd8-46d7-4c83-9655-313629eb9032&pd_rd_wg=urRrN&pd_rd_i=B07KXRGM8X&psc=1	https://images-na.ssl-images-amazon.com/images/I/81UzXyarPpL._AC_SL1500_.jpg
7	TOZO T12 Wireless Earbuds Bluetooth Headphones Premium Fidelity Sound Quality Wireless Charging Case Digital LED Intelligence Display IPX8 Waterproof...	15702.01	https://www.amazon.com/TOZO-Bluetooth-Headphones-Intelligence-Waterproof/dp/B085DL3KMR/ref=sr_1_31?dchild=1&qid=1616843820&s=electronics&sr=1-31	https://images-na.ssl-images-amazon.com/images/I/71vmol0h95L._AC_SL1500_.jpg
8	"Cricut EasyPress 2 - Heat Press Machine For T Shirts and HTV Vinyl Projects, Mint, 12"" x 10"""	63993.81	https://www.amazon.com/Cricut-EasyPress-Machine-Shirts-Projects/dp/B07PYLYL9C/ref=sr_1_1?dchild=1&keywords=Cricut+EasyPress+2+-+Heat+Press+Machine+For+T+Shirts+and+HTV+Vinyl+Projects%2C+Mint%2C+12%22+x+10%22&qid=1616891487&sr=8-1	https://images-na.ssl-images-amazon.com/images/I/41FhVUcnsRL._AC_SL1000_.jpg
9	"Cricut EasyPress 2 - Heat Press Machine For T Shirts and HTV Vinyl Projects, Raspberry, 12"" x 10"""	64129.99	https://www.amazon.com/Cricut-EasyPress-2-12x10-Inches/dp/B07G51DZ45/ref=sr_1_1?dchild=1&keywords=Cricut+EasyPress+2+-+Heat+Press+Machine+For+T+Shirts+and+HTV+Vinyl+Projects%2C+Raspberry%2C+12%22+x+10%22&qid=1616891632&sr=8-1	https://images-na.ssl-images-amazon.com/images/I/71lZgh-zG3L._AC_SL1500_.jpg
10	Brother Genuine Cartridge TN760 High Yield Black Toner	21218.22	https://www.amazon.com/Brother-DCP-L2550DW-HL-L2350DW-MFC-L2710-Replacement/dp/B075X6C5ZW/ref=pd_rhf_se_p_img_11?_encoding=UTF8&psc=1&refRID=AK6X947E0WDDPEGK0S9W	https://images-na.ssl-images-amazon.com/images/I/71Oc-6pmGSL._AC_SL1500_.jpg
